,Supporter ID,Amount,Campaign Date,Campaign ID,days_since_last_donation,gender,region
14253,207873874,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),15.0,nan,South West
4089,207533231,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),46.0,M,Scotland
4716,207551038,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),82.0,M,London
5442,207575872,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),417.0,M,South East
22921,208188101,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,nan
15941,207934451,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North
71,207383357,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,7.0,M,North West
16028,207937774,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),74.0,F,Eastern
12742,207817254,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,West Midlands
9994,207731363,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,156.0,nan,South East
29592,208634850,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,223.0,F,London
14613,207886060,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),381.0,nan,London
10156,207734289,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Yorkshire and Humber
14306,207874713,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North West
23278,208200416,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),73.0,M,North West
11946,207795097,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,F,South West
11562,207785662,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
14305,207874700,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,West Midlands
14897,207896466,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,326.0,nan,London
12048,207797224,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),49.0,X,Scotland
3741,207518988,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,388.0,M,London
565,207401996,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,590.0,nan,North West
15605,207922813,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,F,North
12386,207807871,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,5.0,nan,North West
307,207392583,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,99.0,M,London
481,207399002,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,50.0,nan,Yorkshire and Humber
23999,208221293,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South West
11566,207785722,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,nan
23833,208217995,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North
28670,208377828,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,North West
28351,208365715,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,East Midlands
4712,207551033,60.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,38.0,F,South East
7018,207630436,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,M,Scotland
14469,207879415,42.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Wales
11579,207786016,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,M,London
28361,208365989,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),271.0,nan,Yorkshire and Humber
24524,208243248,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South East
29458,208516511,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Eastern
23293,208200843,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,West Midlands
16380,207952347,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,37.0,M,North
7227,207638780,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),605.0,F,South West
3738,207518917,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,M,Eastern
14141,207870946,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,nan
16036,207937923,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South East
3749,207519417,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,202.0,nan,nan
10213,207735859,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,North West
6699,207620932,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,198.0,F,London
7320,207641663,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,277.0,F,South West
23095,208193232,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,277.0,F,London
11567,207785723,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South West
15847,207930786,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
6912,207626164,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),123.0,M,South East
541,207401072,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,M,South West
537,207400847,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),17.0,nan,North
12346,207806225,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),382.0,M,Yorkshire and Humber
29499,208556961,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
110,207384362,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),375.0,nan,North West
11987,207795757,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),96.0,nan,Eastern
517,207400120,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),137.0,F,London
28998,208396570,60.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Scotland
5022,207560748,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,376.0,nan,East Midlands
28939,208392708,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Eastern
23894,208218950,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),123.0,M,East Midlands
5498,207577824,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,West Midlands
30113,211773952,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,London
30107,211773337,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,East Midlands
4863,207554073,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),349.0,F,North West
9759,207726784,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,30.0,nan,London
29527,208564358,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,East Midlands
4656,207550067,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,73.0,M,Yorkshire and Humber
14496,207880610,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South East
23179,208197288,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Eastern
14628,207886470,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,285.0,nan,London
16437,207955381,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,53.0,M,North West
12006,207796246,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,32.0,nan,East Midlands
12337,207805605,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,178.0,nan,East Midlands
14111,207869879,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,52.0,M,London
28994,208396102,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Eastern
16439,207955526,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,X,Eastern
23174,208197242,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,West Midlands
3698,207517281,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),85.0,F,West Midlands
9942,207730652,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,89.0,M,Yorkshire and Humber
16430,207955012,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,12.0,nan,Eastern
12602,207814174,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Eastern
7421,207644753,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,271.0,nan,nan
282,207391305,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),61.0,M,South East
9936,207730519,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),48.0,nan,Wales
23211,208198103,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,29.0,nan,South East
3709,207517883,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),758.0,F,South East
30095,211644523,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,nan
23952,208220353,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Yorkshire and Humber
23951,208220312,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
512,207399786,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),64.0,M,South West
24599,208246014,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,West Midlands
4701,207550768,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,15.0,nan,East Midlands
11978,207795568,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,24.0,F,Yorkshire and Humber
11520,207784263,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,48.0,M,London
253,207388856,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,502.0,F,London
30097,211645408,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Eastern
30098,211651125,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
11979,207795578,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,76.0,nan,South East
23205,208198036,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),326.0,M,London
5396,207573729,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,M,South East
101,207384189,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,62.0,F,nan
11986,207795734,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Yorkshire and Humber
7202,207637664,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,194.0,F,West Midlands
4651,207549895,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,nan,London
4177,207536365,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),875.0,F,South East
14557,207883254,13.0,2022-01-31,210405 - GEN - Donate National,,F,London
23890,208218876,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Eastern
14923,207897221,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),65.0,nan,London
16424,207954879,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,129.0,F,Eastern
14626,207886419,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),44.0,M,South East
509,207399722,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,nan,Wales
9955,207730794,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,East Midlands
5512,207578535,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),197.0,M,Yorkshire and Humber
30132,211829634,50.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),272.0,M,North
23129,208195334,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
29508,208560132,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),126.0,F,London
23153,208196650,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Eastern
11493,207783421,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,4.0,F,South East
28963,208394417,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,London
23906,208219189,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,nan,South West
29509,208560698,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,nan
10193,207735344,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Eastern
14279,207874263,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,203.0,nan,Eastern
30135,211848746,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,284.0,F,London
15993,207936643,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,81.0,M,South West
3678,207515813,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,200.0,M,Wales
29521,208564065,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,27.0,M,London
23148,208196418,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,325.0,F,North
29515,208562994,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Scotland
15638,207923898,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,11.0,M,South West
23143,208196078,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,M,North
15644,207924116,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,180.0,nan,South West
12329,207805275,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,326.0,M,South East
10194,207735345,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),56.0,M,South West
23930,208219626,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North
28954,208393450,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,47.0,M,East Midlands
30143,211857416,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,M,Wales
261,207389480,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),212.0,M,South West
14278,207874241,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,224.0,M,East Midlands
5027,207560786,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),57.0,F,London
10195,207735382,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Eastern
30138,211851003,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),54.0,nan,South East
28297,208364128,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Eastern
9754,207726763,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,326.0,M,South West
12595,207813684,100.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),386.0,F,South East
15655,207924333,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,70.0,M,Wales
4688,207550680,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,nan,Scotland
3688,207516822,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,200.0,nan,Eastern
4153,207535688,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,7.0,F,London
24630,208247130,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,nan
30125,211801416,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Yorkshire and Humber
11502,207783767,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),94.0,M,South East
23166,208196924,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,North West
12002,207796184,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South East
28984,208395577,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),315.0,nan,West Midlands
12765,207817903,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,210.0,nan,South West
14935,207897605,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,nan,London
14504,207880962,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),352.0,nan,Scotland
28944,208392943,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,West Midlands
4668,207550442,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),286.0,M,South West
23127,208195155,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Wales
23158,208196734,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,North
23157,208196688,50.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,North West
10187,207735240,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),16.0,F,South East
3682,207516353,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),0.0,nan,Eastern
10188,207735286,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,121.0,nan,London
24642,208247365,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),270.0,nan,Eastern
30130,211812786,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),178.0,F,Eastern
23937,208219785,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South East
7309,207641483,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,188.0,nan,Yorkshire and Humber
28292,208363787,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,326.0,F,Yorkshire and Humber
12330,207805285,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North
28943,208392798,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,49.0,nan,London
263,207390085,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),77.0,nan,West Midlands
117,207384531,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,603.0,M,Yorkshire and Humber
10173,207734692,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,London
16416,207954241,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),59.0,M,West Midlands
28742,208383115,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South West
28331,208365302,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Eastern
14481,207879963,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Wales
4191,207537010,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),6.0,M,London
12751,207817626,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
3727,207518560,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),122.0,F,Eastern
28930,208392371,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,455.0,M,South East
28328,208365201,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,nan
15624,207923464,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
